,defn,sentence,list1,list2,gptlist,f1,dataset,id,num,gptcorrect,gptcorrect_agreement,truecorrect,truecorrect_agreement,gptbetter,gptbetter_agreement,gptworse,gptworse_agreement,gptmissing,gptextra,truemissing,trueextra
66,"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","He won seven Grammy Award s , seven Brit Awards , six American Music Awards , four MTV Video Music Award s , an Academy Award , and a Golden Globe Award .","academy award, grammy award, golden globe award, brit awards, american music awards, mtv video music award","mtv video music awards, golden globe award, brit awards, grammy awards, american music awards, academy award",2,0.6666666666666666,music,66,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
67,"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","During this period he designed album sleeves and additional material for such acts as the Sutherland Brothers , Kevin Coyne , Edgar Broughton Band , Chilli Willi and the Red Hot Peppers , Quiver , the Kursaal Flyers and Michael Moorcock and the Deep Fix .","kevin coyne, chilli willi and the red hot peppers, quiver, edgar broughton band, michael moorcock and the deep fix, sutherland brothers, the kursaal flyers","sutherland brothers, kursaal flyers, quiver, edgar broughton band, deep fix, michael moorcock, chilli willi and the red hot peppers, kevin coyne",2,0.6666666666666666,music,67,3.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0
68,"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Two further super-Earths were discovered in 2006 : OGLE-2005-BLG-390Lb with a mass of 5.5 Earth masses , which was found by gravitational microlensing , and HD 69830 b with a mass of 10 Earth masses .","hd 69830 b, ogle-2005-blg-390lb, super-earths, gravitational microlensing","gravitational microlensing, earth, ogle-2005-blg-390lb, hd 69830 b, earth, super-earths",1,0.8888888888888888,science,68,3.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0
69,"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous",Havens was invited to perform at the 2008 Cannes Film Festival opening ceremony .,"havens, 2008 cannes film festival, opening ceremony","cannes film festival, havens",1,0.4,lit,69,3.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0
70,"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","Baron Cohen 's other work includes voicing King Julien XIII in the Madagascar film series ( 2005-2012 ) and appearing in films such as Talladega Nights : The Ballad of Ricky Bobby ( 2006 ) , Sweeney Todd : The Demon Barber of Fleet Street ( 2007 ) , Hugo ( 2011 ) , and Les Misérables ( 2012 ) .","madagascar film series, sweeney todd: the demon barber of fleet street, king julien xiii, talladega nights: the ballad of ricky bobby, les misérables, hugo, baron cohen","baron cohen, talladega nights : the ballad of ricky bobby, sweeney todd : the demon barber of fleet street, les misérables, madagascar, king julien xiii, hugo",1,0.5714285714285714,lit,70,3.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
71,"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Instead , for the UEFA Euro 2008 articles ( UEFA Euro 2008 , UEFA Euro 2008 Group A , UEFA Euro 2008 Group B , UEFA Euro 2008 Group C , UEFA Euro 2008 Group D and UEFA Euro 2008 knockout stage ) , the old partial URL string ones :","uefa euro 2008, uefa euro 2008 knockout stage, uefa euro 2008 group a, uefa euro 2008 group b, uefa euro 2008 group c, uefa euro 2008 group d","uefa euro 2008, uefa euro 2008, uefa euro 2008, uefa euro 2008, uefa euro 2008, uefa euro 2008, uefa euro 2008",1,0.2857142857142857,science,71,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.3333333333333335,2.0
72,"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","This policy decision was contradicted , however , by the staging of the Alternative Vote referendum on 5 May 2011 as well.ref name = date / Labour MP Ian Davidson expressed opposition to the referendum being staged on the same date as other elections.ref name = date / Scottish Secretary Michael Moore stated that having the referendum on another date would cost an additional £ 17 million.ref name = date","ian davidson, alternative vote referendum, michael moore","ian davidson, scottish, labour, michael moore, alternative vote referendum, mp",1,0.6666666666666666,pol,72,3.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.0,2.0
73,"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Previously , Dr. Paulos held the Cooper-Siegel Associate Professor Chair in the School of Computer Science at Carnegie Mellon University where he was faculty within the Human-Computer Interaction Institute with courtesy faculty appointments in the Robotics Institute and in the Entertainment Technology Center .","carnegie mellon university, entertainment technology center, human-computer interaction institute, robotics institute, dr. paulos, school of computer science","robotics institute, carnegie mellon university, entertainment technology center, human-computer interaction institute, dr. paulos, school of computer science, cooper-siegel associate professor chair",1,0.9230769230769232,ai,73,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0
74,"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Same edit patterns with beauty pageant related articles e.g. , Miss Macau , Miss Cambodia , List of Thai representatives at international male beauty pageants , and etc .","miss macau, list of thai representatives at international male beauty pageants, miss cambodia","thai, miss cambodia, miss macau",2,0.6666666666666666,pol,74,3.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
75,"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","In 2010 , Goodall through JGI formed a coalition with a number of organizations such as the Wildlife Conservation Society ( WCS ) and the Humane Society of the United States ( HSUS ) and petitioned to list all chimpanzees including those that are captive as endangered .","jgi, goodall, hsus, humane society of the united states, wcs, wildlife conservation society","goodall, wcs, humane society of the united states, hsus, chimpanzees, wildlife conservation society, jgi",2,0.9230769230769232,science,75,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.3333333333333333,0.0,0.0
76,"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","In addition to Underwood , American Idol launched the careers of Kellie Pickler , Josh Gracin , Bucky Covington , Kristy Lee Cook , Danny Gokey , Lauren Alaina and Scotty McCreery ( as well as that of occasional country singer Kelly Clarkson ) in the decade , and would continue to launch country careers in the 2010s .","kristy lee cook, underwood, country, american idol, lauren alaina, josh gracin, danny gokey, scotty mccreery, kelly clarkson, bucky covington, kellie pickler","josh gracin, kellie pickler, kelly clarkson, scotty mccreery, kristy lee cook, lauren alaina, danny gokey, bucky covington, american idol, underwood",2,0.9523809523809524,music,76,3.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.6666666666666666,0.0,0.0,0.3333333333333333
77,"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","This was the case , for instance , in the The Weapon Shops of Isher series , the The Mixed Men series , and in single stories such as Heir Apparent ( 1945 ) , whose protagonist was described as a benevolent dictator .","the weapon shops of isher series, the mixed men series, heir apparent","the mixed men, heir apparent, the weapon shops of isher",1,0.3333333333333333,lit,77,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
78,"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","He was a fellow of the Society of Experimental Test Pilots ( SETP ) and the American Astronautical Society , as well as an associate fellow of the American Institute of Aeronautics and Astronautics .","fellow of the american institute of aeronautics and astronautics, fellow of the society of experimental test pilots, american astronautical society, setp","society of experimental test pilots (setp, american astronautical society, american institute of aeronautics and astronautics",2,0.2857142857142857,science,78,3.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
79,"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","Jorge Luis Borges wrote a contemporary bestiary of sorts , the Book of Imaginary Beings , which collects imaginary beasts from bestiaries and fiction .","fiction, jorge luis borges, book of imaginary beings","bestiaries, jorge luis borges, book of imaginary beings",2,0.6666666666666666,lit,79,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333
80,"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Following the appointment of the Second Morrison Ministry in May 2019 , Scott Morrison announced David Littleproud ' s previous ministerial positions were separated , with Bridget McKenzie as Minister for Agriculture and Littleproud as Minister for Water Resources .","second morrison ministry, scott morrison, bridget mckenzie, david littleproud","david littleproud, second morrison ministry, scott morrison, agriculture, bridget mckenzie, littleproud",1,0.8,pol,80,3.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.3333333333333333
81,"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","The Voyager program is an American scientific program that employs two robotic probes , Voyager 1 and Voyager 2 , launched in 1977 to take advantage of a favorable alignment of Jupiter , Saturn , Uranus , and Neptune .","voyager 1, uranus, saturn, voyager program, neptune, voyager 2, jupiter","probes, neptune, uranus, 2, voyager, saturn, jupiter, american, 1, robotic, voyager program, voyager",1,0.5555555555555556,science,81,3.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,2.6666666666666665
82,"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Sitting as a Liberal Party of Canada Member of Parliament ( MP ) for Niagara Falls , she joined the Canadian Cabinet after the Liberals defeated the Progressive Conservative Party of Canada government of John Diefenbaker in the 1963 Canadian federal election .","canadian cabinet, 1963 canadian federal election, liberals, progressive conservative party of canada, john diefenbaker, niagara falls, liberal party of canada","liberal party of canada, parliament, 1963 canadian federal election, liberals, niagara falls, canadian cabinet, progressive conservative party of canada, john diefenbaker",1,0.9333333333333332,pol,82,3.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.3333333333333333
83,"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","A more extensive tribute was given later that year in December at the Southbank Centre in the Queen Elizabeth Hall called The Lady : A Tribute to Sandy Denny with a band composed of members of Bellowhead , the evening featured a mix of young folk acts like Jim Moray and Lisa Knapp alongside those that had known and worked with Denny such as Dave Swarbrick and Jerry Donahue .","jerry donahue, jim moray, dave swarbrick, lisa knapp, the lady : a tribute to sandy denny, queen elizabeth hall, denny, southbank centre, bellowhead","queen elizabeth hall, jim moray, jerry donahue, bellowhead, southbank centre, the lady: a tribute to sandy denny, dave swarbrick, lisa knapp, sandy denny",2,0.7777777777777778,music,83,3.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333
84,"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Kōmeitō did quite well , and in 1993 , when the LDP was for the first time declared an opposition party , the Kōmeitō became one of the ruling parties , headed by the liberal Japan New Party , but which also included the Democratic Socialist Party , Japan Renewal Party , the New Party Sakigake , and the Japan Socialist Party .","japan new party, democratic socialist party, liberal, kōmeitō, new party sakigake, japan renewal party, ldp, kōmeitō, japan socialist party","democratic socialist party, japan new party, kōmeitō, japan renewal party, new party sakigake, ldp (liberal democratic party, japan socialist party",2,0.8,pol,84,3.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.6666666666666666
85,"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","In practice , machine learning algorithms cope with that either by employing a convex approximation to the 0-1 loss function ( like hinge loss for Support vector machine ) , which is easier to optimize , or by imposing assumptions on the distribution mathP ( x , y ) / math ( and thus stop being agnostic learning algorithms to which the above result applies ) .","convex approximation, loss function, hinge loss, support vector machine, agnostic learning algorithms","hinge loss, agnostic learning algorithms, support vector machine, machine learning algorithms",2,0.6666666666666666,ai,85,3.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
86,"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Zurada has served the engineering profession as a long-time volunteer of IEEE : as 2014 IEEE Vice-President-Technical Activities ( TAB Chair ) , as President of IEEE Computational Intelligence Society in 2004-05 and the ADCOM member in 2009-14 , 2016-18 and earlier years .","adcom, zurada, ieee computational intelligence society, ieee, 2014 ieee vice-president-technical activities","2014 ieee vice-president-technical activities, tab chair, adcom member, ieee, zurada, ieee computational intelligence society",2,0.7272727272727273,ai,86,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666
87,"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Continuing the example using the maximum likelihood estimator , the probability density function ( pdf ) of the noise for one sample mathw n / math is","probability density function (pdf, maximum likelihood estimator","probability density function, pdf, maximum likelihood estimator",1,0.4,ai,87,3.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0
88,"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","It features songs from both The Better Life and Away from the Sun , and even some early sketches of It 's Not Me and Father 's Son , which were both eventually released on Seventeen Days .","seventeen days, father 's son, away from the sun, it 's not me, the better life","the better life, away from the sun, it's not me, father's son, seventeen days",2,0.6,music,88,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
89,"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","During World War I , he played a key role among those who advocated the Allies of World War I cause , arguing that Brazil should be more involved in the war .","allies of world war i, world war i, brazil","world war i, brazil, world war i, allies",1,0.6666666666666666,pol,89,3.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666
90,"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","In 1909 , Strindberg thought he might get the Nobel Prize in Literature , but instead lost to Selma Lagerlöf , the first woman and first Swede to win the award .","the award, selma lagerlöf, nobel prize in literature, strindberg","strindberg, selma lagerlöf, nobel prize in literature, swede",1,0.75,lit,90,3.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333
91,"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","In 1974 he returned to the No. 1 spot on the R & B charts with The Payback , with the The Payback reaching the same spot on the album charts ; he would reach No. 1 two more times in 1974 , with My Thang and Papa Don 't Take No Mess .","r & b, papa don 't take no mess, the payback, the payback, my thang","my thang, papa don't take no mess, the payback",2,0.5714285714285714,music,91,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
92,"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Early interlingual MT systems were also built at Stanford in the 1970s by Roger Schank and Yorick Wilks ; the former became the basis of a commercial system for the transfer of funds , and the latter 's code is preserved at The Computer Museum at Boston as the first interlingual machine translation system .","interlingual machine translation system, interlingual mt systems, the computer museum, stanford, boston, roger schank, yorick wilks","first interlingual machine translation system, yorick wilks, roger schank, the computer museum at boston, interlingual mt systems, stanford",2,0.6153846153846154,ai,92,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
93,"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","Phillips was signed as a solo artist with Myrrh Records under her given name and recorded four Christian pop albums : Beyond Saturday Night , Dancing with Danger , Black and White in a Grey World and , The Turning .","beyond saturday night, christian pop, black and white in a grey world, phillips, the turning, dancing with danger, myrrh records","beyond saturday night, myrrh records, the turning, black and white in a grey world, christian pop albums, dancing with danger, phillips",1,0.8571428571428571,music,93,3.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333
94,"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Incumbent Democrat John Glenn won re-election to a second term in a landslide with 69 % of the vote over Jim Betts , State Representative , coinciding with Ronald Reagan ' s substantial win in the state during the 1980 United States presidential election in Ohio .","democrat, ohio, ronald reagan, 1980 united states presidential election, john glenn, jim betts","jim betts, john glenn, ronald reagan, 1980 united states presidential election in ohio, democrat",1,0.7272727272727273,pol,94,3.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.6666666666666666,0.3333333333333333
95,"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","This research was fundamental to the development of modern techniques of speech synthesis , reading machines for the blind , the study of speech perception and speech recognition , and the development of the motor theory of speech perception .","reading machines for the blind, modern techniques of speech synthesis, speech recognition, motor theory of speech perception","speech perception, speech synthesis, speech recognition, reading machines for the blind, motor theory of speech perception",1,0.6666666666666666,ai,95,3.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0
96,"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","A favorite technique of contemporary jazz writers , ostinati are often used in Modal jazz and Latin jazz and traditional African music including Gnawa music .","traditional african music, modal jazz, contemporary jazz, gnawa music, latin jazz","gnawa music, contemporary jazz, modal jazz, african music, ostinati, latin jazz",1,0.7272727272727273,music,96,3.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.3333333333333333,0.6666666666666666
97,"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory",He is a past Chair of the Division for Planetary Sciences ( DPS ) of the American Astronomical Society and was the first editor of the Journal of Geophysical Research .,"division for planetary sciences (dps, journal of geophysical research, american astronomical society","dps, american astronomical society, division for planetary sciences, journal of geophysical research",1,0.5714285714285714,science,97,3.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
98,"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","The counts of TP , TN , FP , and FN are usually kept on a table known as the confusion matrix .",confusion matrix,"confusion matrix, fp, tn, tp, fn",1,0.3333333333333333,ai,98,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0
99,"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Criticism on Meshadi Azizbekov 's political views by Maharram Zulfuqarli - SalamInfo Though Azerbaijan Communist Party and many other local left-wing politicians and the people sees Azizbekov as an important , notable and positive figure in the history of Azerbaijan .","azerbaijan, maharram zulfuqarli, azizbekov, meshadi azizbekov, azerbaijan communist party","salaminfo, maharram zulfuqarli, meshadi azizbekov, local left-wing politicians, history of azerbaijan, azizbekov, azerbaijan communist party",2,0.6666666666666666,pol,99,3.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.3333333333333333,0.6666666666666666,1.0,0.0
