"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.defn","Input.sentence","Input.list1","Input.list2","Input.gptlist","Input.f1","Input.dataset","Input.id","Answer.better","Answer.l1correct.on","Answer.l1extra","Answer.l1missing","Answer.l2correct.on","Answer.l2extra","Answer.l2missing","Approve","Reject"
"33J5JKFMLLZL4YHT6P97L3M5RQ63QB","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:35 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:35 PDT 2023","","","3ERET4BTV1ANUH680VVM5E9YHJBK96","A13SZX8KL4RO5Y","Approved","Tue May 09 00:45:22 PDT 2023","Tue May 09 00:46:20 PDT 2023","Thu May 11 00:46:20 PDT 2023","Tue May 09 11:51:34 PDT 2023","","","58","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","Chekhov has also influenced the work of Japanese playwrights including Shimizu Kunio , Yōji Sakate , and Ai Nagai .","japanese playwrights, yōji sakate, shimizu kunio, chekhov, ai nagai","yōji sakate, japanese, chekhov, shimizu kunio, ai nagai","1","0.8","lit","1","1","true","","","false","",""
"3HJ1EVZS33KLGZWTJ4Y7QTWANC83RC","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:35 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:35 PDT 2023","","","3VD82FOHK5P8I6YQA7X6ELRF79OCOZ","A13SZX8KL4RO5Y","Approved","Mon May 08 23:57:51 PDT 2023","Tue May 09 00:00:38 PDT 2023","Thu May 11 00:00:38 PDT 2023","Tue May 09 11:51:37 PDT 2023","","","167","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","He knew patristic literature , as well as Pliny the Elder , Virgil , Lucretius , Ovid , Horace and other classical writers .","horace, lucretius, pliny the elder, classical, patristic literature, ovid, virgil","patristic literature, virgil, classical writers, lucretius, pliny the elder, ovid, horace","2","0.8571428571428571","lit","3","2","false","","classical writers","true","",""
"3N5YJ55YYV40LM3MZCW04H56SPBANR","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:35 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:35 PDT 2023","","","3WJ1OXY92PHH4ZECJCCJB4BRS1ZA8S","A13SZX8KL4RO5Y","Approved","Tue May 09 00:53:01 PDT 2023","Tue May 09 00:54:27 PDT 2023","Thu May 11 00:54:27 PDT 2023","Tue May 09 11:51:41 PDT 2023","","","86","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","( February 20 , 1912 - August 11 , 2011 ) was an American inventor , best known for creating Unimate , the first industrial robot .","american, unimate","unimate","2","0.6666666666666666","ai","4","2","false","","","true","",""
"3K3G488TSH9OID4XK8X000KP5MX5Q3","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:35 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:35 PDT 2023","","","3X73LLYYQGFHHT9UVKBUANOQUROHNY","A13SZX8KL4RO5Y","Approved","Tue May 09 00:49:36 PDT 2023","Tue May 09 00:52:16 PDT 2023","Thu May 11 00:52:16 PDT 2023","Tue May 09 11:51:37 PDT 2023","","","160","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","It was a finalist for the National Book Award for Fiction ! -- National Book Awards were called American for several years from 1980 , but must not be confused with American Book Awards -- in 1979 ( which ultimately went to Tim O 'Brien for Going After Cacciato ) in the film as an official in one of Garp 's high school wrestling matches .","american book awards, tim o'brien, national book award for fiction, high school wrestling matches, national book awards, garp, going after cacciato","tim o 'brien, going after cacciato, american, garp, national book awards, national book award for fiction, american book awards","1","0.7142857142857143","lit","12","2","false","","American","true","",""
"3U18MJKL29NOE10KJQSRACVUSSWCNV","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:35 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:35 PDT 2023","","","3GNCZX450XO2ARDT5TEUXQ6HHB0APD","A13SZX8KL4RO5Y","Approved","Tue May 09 11:33:34 PDT 2023","Tue May 09 11:34:58 PDT 2023","Thu May 11 11:34:58 PDT 2023","Tue May 09 11:51:41 PDT 2023","","","84","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","Since 2001 , the dominance of traditional boy bands on pop charts began to fade in the western hemisphere , although Gil Kaufman of MTV has described new boy bands that are more likely to resemble My Chemical Romance , Sum 41 , and Simple Plan .","simple plan, gil kaufman, western hemisphere, sum 41, my chemical romance, mtv","gil kaufman, simple plan, mtv, western hemisphere, my chemical romance, pop, sum 41","1","0.9230769230769232","music","19","2","false","","pop","true","",""
"3SX4X51T9FAI373Y0RWDJ65BIZGAO6","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:35 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:35 PDT 2023","","","3EKVH9QMED54GRFZN5UKRE6UR45D2V","A13SZX8KL4RO5Y","Approved","Tue May 09 11:20:49 PDT 2023","Tue May 09 11:22:59 PDT 2023","Thu May 11 11:22:59 PDT 2023","Tue May 09 11:51:41 PDT 2023","","","130","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","The remainder were distributed off a ferry near Hong Kong , the ferry between Hainan Island and the Chinese mainland , a ferry in Vietnam , White 's Ferry on the Potomac River in Virginia on Father 's Day 2007 , and on author H. P. Lovecraft ' s grave in Providence , Rhode Island on December 17 , 2005 .","hong kong, h. p. lovecraft, father 's day, white 's ferry, providence, virginia, hainan island, chinese mainland, rhode island, potomac river, vietnam","chinese mainland, providence, h. p. lovecraft, virginia, hainan island, vietnam, white's ferry, rhode island, hong kong, potomac river","2","0.8571428571428571","lit","25","1","true","","","false","","father 's day,"
"3YZ7A3YHSKU0VTJACCM5V0ZQNAI5SS","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:35 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:35 PDT 2023","","","3Z9WI9EOZEPG9NORY7JEIV7M0WKKHX","A13SZX8KL4RO5Y","Approved","Tue May 09 11:18:13 PDT 2023","Tue May 09 11:19:08 PDT 2023","Thu May 11 11:19:08 PDT 2023","Tue May 09 11:51:44 PDT 2023","","","55","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","In the same year , he produced the first French language editions of Joseph Conrad ' s Heart of Darkness and Lord Jim .","joseph conrad, french language, lord jim, heart of darkness","lord jim, french, heart of darkness, joseph conrad","1","0.75","lit","40","1","false","","","true","",""
"3UUIU9GZDK61ATWP1CRV55VCPTW5TH","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:35 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:35 PDT 2023","","","3UNH76FOC76XL6EJTJ0IJ8UTFXRMY2","A13SZX8KL4RO5Y","Approved","Tue May 09 01:00:19 PDT 2023","Tue May 09 01:02:23 PDT 2023","Thu May 11 01:02:23 PDT 2023","Tue May 09 11:51:44 PDT 2023","","","124","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Herschbach is a Fellow of the American Academy of Arts and Sciences , the National Academy of Sciences , the American Philosophical Society and the Royal Chemical Society of Great Britain .","fellow of the american academy of arts and sciences, royal chemical society of great britain, herschbach, american philosophical society, national academy of sciences","american philosophical society, american academy of arts and sciences, national academy of sciences, royal chemical society of great britain, herschbach","2","0.8","science","47","2","false","fellow of the american academy of arts and sciences","","true","",""
"3K3IX1W4TLS0O7FZFR9S86A1S4CAPN","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:35 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:35 PDT 2023","","","3JC6VJ2SAQKYHHVALE5GZK10QBYA5Q","A13SZX8KL4RO5Y","Approved","Tue May 09 00:39:15 PDT 2023","Tue May 09 00:40:48 PDT 2023","Thu May 11 00:40:48 PDT 2023","Tue May 09 11:51:39 PDT 2023","","","93","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","The film is based on The Caine Mutiny , the 1951 Pulitzer Prize -winning novel written by Herman Wouk .","the caine mutiny, 1951 pulitzer prize, herman wouk, novel","novel, pulitzer prize, herman wouk, the caine mutiny","1","0.75","lit","53","2","false","","","true","",""
"3RZS0FBRXZBOHMCXZ55JE10PS7XCPR","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:36 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:36 PDT 2023","","","37WLF8U1W4R0CY4A2OSAL4IWRI4K6W","A13SZX8KL4RO5Y","Approved","Tue May 09 10:51:03 PDT 2023","Tue May 09 10:53:22 PDT 2023","Thu May 11 10:53:22 PDT 2023","Tue May 09 11:51:41 PDT 2023","","","139","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","In 1984 , Loverboy recorded the United States at the 1984 Summer Olympics theme for the 1984 Summer Olympics , Nothing 's Gonna Stop You Now .","united states, loverboy, 1984 summer olympics, nothing's gonna stop you now","1984 summer olympics, 1984 summer olympics, loverboy, nothing 's gonna stop you now, united states","1","0.75","music","54","1","true","","","false","1984 summer olympics",""
"3XDSWAMB3HT9HYDCZIK8E6QZX3JCQI","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:36 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:36 PDT 2023","","","3LEIZ60CDY0IJC5U0WYWSTXBLSO9ZH","A13SZX8KL4RO5Y","Approved","Tue May 09 00:08:44 PDT 2023","Tue May 09 00:11:55 PDT 2023","Thu May 11 00:11:55 PDT 2023","Tue May 09 11:51:44 PDT 2023","","","191","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","As a film-score composer , Sakamoto has won an Academy Awards , a British Academy Film Awards , a Grammy Award , and 2 Golden Globe Award s .","golden globe awards, british academy film awards, sakamoto, academy awards, grammy award","grammy award, british academy film awards, academy awards, golden globe award, sakamoto","1","0.8","music","56","1","true","","","true","",""
"306996CF7BL2QP1P03YY2LC976R1B5","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:36 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:36 PDT 2023","","","3FQ5JJ5120P8JJA215ERNF4IM8TKN6","A13SZX8KL4RO5Y","Approved","Tue May 09 11:30:18 PDT 2023","Tue May 09 11:32:40 PDT 2023","Thu May 11 11:32:40 PDT 2023","Tue May 09 11:51:33 PDT 2023","","","142","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","A popular application for serial robots in today 's industry is the pick-and-place assembly robot , called a SCARA robot , which has four degrees of freedom .","assembly, scara robot","scara robot, pick-and-place assembly robot, serial robots","2","0.4","ai","60","2","false","","serial robots, pick-and-place assembly robot,","true","",""
"3J5XXLQDI1CD96DASO3HRQLD8IL3V5","3S0VMPP5OU8VZLYV712FGDSR4Q7XK2","Named Entity Recognition 8","Each example will have a definition of what a Named Entity is, a sentence, and two attempts at identifying the correct entities. The task is to answer whether the lists have successfully identified all and only the named entities in the sentence.","","$0.01","Tue Apr 25 13:18:50 PDT 2023","1","BatchId:381556;OriginalHitTemplateId:921587276;","300","172800","Mon May 22 13:18:50 PDT 2023","","","339ANSOTRK3G5IZB4P1ZI78109ZKIQ","A13SZX8KL4RO5Y","Approved","Tue May 09 11:19:15 PDT 2023","Tue May 09 11:20:23 PDT 2023","Thu May 11 11:20:23 PDT 2023","Tue May 09 11:51:37 PDT 2023","","","68","100% (26/26)","100% (26/26)","100% (26/26)","Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","Baron Cohen 's other work includes voicing King Julien XIII in the Madagascar film series ( 2005-2012 ) and appearing in films such as Talladega Nights : The Ballad of Ricky Bobby ( 2006 ) , Sweeney Todd : The Demon Barber of Fleet Street ( 2007 ) , Hugo ( 2011 ) , and Les Misérables ( 2012 ) .","madagascar film series, sweeney todd: the demon barber of fleet street, king julien xiii, talladega nights: the ballad of ricky bobby, les misérables, hugo, baron cohen","baron cohen, talladega nights : the ballad of ricky bobby, sweeney todd : the demon barber of fleet street, les misérables, madagascar, king julien xiii, hugo","1","0.5714285714285714","lit","70","1","true","","","false","madagascar",""
